,df_1,df_2,df_3,df_4,df_5,df_6
461,,,1.3310716152191162,1.2038140296936035,,
462,,,1.3784639835357666,1.3783133029937744,,
463,,,1.377660036087036,1.5082006454467771,,
464,,,1.446865797042847,1.179450750350952,,
465,,,1.507683277130127,1.7255048751831057,,
466,,,1.7517859935760498,1.3462183475494385,,
467,,,1.2790677547454834,1.3841967582702637,,
468,,,1.212627410888672,1.2734766006469729,,
469,,,1.223430871963501,1.5458755493164062,,
470,,,1.1027281284332275,1.116405010223389,,
471,,,1.068794012069702,1.3327717781066897,,
472,,,1.087630271911621,1.5329878330230713,,
473,,,1.1129698753356934,2.182347059249878,,
474,,,1.0690128803253174,1.4005582332611084,,
475,,,1.0831265449523926,1.1005778312683103,,
476,,,1.336320877075195,1.0926918983459473,,
477,,,1.2653133869171145,1.3170413970947266,,
478,,,1.2116856575012207,1.3150146007537842,,
479,,,1.342747688293457,1.4986858367919922,,
480,,,1.3183701038360596,1.591341495513916,,
481,,,1.1492462158203125,1.3919117450714111,,
482,,,1.159477710723877,1.3254494667053225,,
483,,,1.2526874542236328,1.497399091720581,,
484,,,1.0563747882843018,1.5461368560791016,,
485,,,1.2521157264709473,1.5563726425170898,,
486,,,1.1170363426208496,1.5862572193145752,,
487,,,1.1295156478881836,1.2451460361480713,,
488,,,1.2496318817138672,1.229844570159912,,
489,,,1.250307559967041,,,
490,,,1.2142963409423828,,,
491,,,1.1600680351257324,,,
492,,,0.998603105545044,,,
493,,,1.1005096435546875,,,
494,,,1.2398686408996582,,,
495,,,1.2070293426513672,,,
496,,,1.0742828845977783,,,
497,,,1.205827236175537,,,
498,,,1.724578857421875,,,
499,,,1.4528083801269531,,,
500,,,1.3290505409240725,,,
501,,,1.548445701599121,,,
502,,,1.3815715312957764,,,
503,,,1.6232020854949951,,,
504,,,1.3449223041534424,,,
505,,,1.3131756782531738,,,
506,,,1.1905529499053955,,,
507,,,1.2673838138580322,,,
508,,,1.177830457687378,,,
509,,,1.245502471923828,,,
510,,,1.451709270477295,,,
511,,,1.2126262187957764,,,
512,,,1.2175157070159912,,,
513,,,1.3451900482177734,,,
514,,,1.7579240798950195,,,
515,,,1.721360683441162,,,
516,,,1.461580514907837,,,
517,,,1.2625527381896973,,,
518,,,1.4992430210113523,,,
519,,,1.4900450706481934,,,
520,,,1.34026837348938,,,
521,,,1.2742247581481934,,,
522,,,1.3287467956542969,,,
523,,,1.4046883583068848,,,
524,,,1.3235437870025637,,,
525,,,1.317244052886963,,,
526,,,1.477521896362305,,,
527,,,1.5585975646972656,,,
528,,,1.1526329517364502,,,
529,,,1.0316805839538574,,,
530,,,1.2648046016693115,,,
531,,,1.252734661102295,,,
532,,,1.3253834247589111,,,
533,,,1.24151349067688,,,
534,,,1.0828452110290527,,,
535,,,1.4100332260131836,,,
536,,,1.5570108890533447,,,
537,,,1.277996301651001,,,
538,,,1.3335638046264648,,,
539,,,1.368804693222046,,,
540,,,1.13567852973938,,,
541,,,1.4353396892547607,,,
542,,,1.41579270362854,,,
543,,,1.593705177307129,,,
544,,,1.2899274826049805,,,
545,,,1.2393088340759275,,,
546,,,1.6968059539794922,,,
547,,,1.194145441055298,,,
548,,,1.2082879543304443,,,
549,,,1.2234716415405271,,,
550,,,1.2780327796936035,,,
551,,,1.2986335754394531,,,
552,,,1.6543362140655518,,,
553,,,1.2918848991394043,,,
554,,,1.5837020874023438,,,
555,,,1.4924383163452148,,,
556,,,1.2772250175476074,,,
557,,,1.3719406127929688,,,
558,,,1.266305923461914,,,
559,,,1.4149699211120603,,,
560,,,1.1759531497955322,,,
