,df_1,df_2,df_3,df_4
619,,1.1027281284332275,1.5104174613952637,
620,,1.068794012069702,1.3170413970947266,
621,,1.2420704364776611,1.3150146007537842,
622,,1.087630271911621,1.4986858367919922,
623,,1.1129698753356934,1.591341495513916,
624,,1.0690128803253174,1.3919117450714111,
625,,1.0831265449523926,1.3254494667053225,
626,,1.336320877075195,1.8601610660552976,
627,,1.2653133869171145,1.497399091720581,
628,,1.1510202884674072,1.5461368560791016,
629,,1.2116856575012207,1.835388660430908,
630,,1.342747688293457,1.3152921199798584,
631,,1.3183701038360596,1.5563726425170898,
632,,1.1492462158203125,1.5862572193145752,
633,,1.159477710723877,1.1720187664031982,
634,,1.2526874542236328,1.1094179153442385,
635,,1.0563747882843018,1.0844154357910156,
636,,1.2521157264709473,1.2451460361480713,
637,,1.1170363426208496,1.229844570159912,
638,,1.1295156478881836,,
639,,1.2496318817138672,,
640,,1.250307559967041,,
641,,1.2142963409423828,,
642,,1.1600680351257324,,
643,,0.998603105545044,,
644,,1.1005096435546875,,
645,,1.2398686408996582,,
646,,1.2070293426513672,,
647,,1.1477303504943848,,
648,,1.0742828845977783,,
649,,1.3460235595703125,,
650,,1.205827236175537,,
651,,1.724578857421875,,
652,,1.4528083801269531,,
653,,1.3290505409240725,,
654,,1.548445701599121,,
655,,1.3815715312957764,,
656,,1.6232020854949951,,
657,,1.3449223041534424,,
658,,1.3131756782531738,,
659,,1.1905529499053955,,
660,,1.2673838138580322,,
661,,1.177830457687378,,
662,,1.245502471923828,,
663,,1.451709270477295,,
664,,1.2126262187957764,,
665,,1.2175157070159912,,
666,,1.3451900482177734,,
667,,1.7579240798950195,,
668,,1.721360683441162,,
669,,1.461580514907837,,
670,,1.2625527381896973,,
671,,1.2734696865081787,,
672,,1.4992430210113523,,
673,,1.4900450706481934,,
674,,1.34026837348938,,
675,,1.2742247581481934,,
676,,1.3287467956542969,,
677,,1.4046883583068848,,
678,,1.3235437870025637,,
679,,1.317244052886963,,
680,,1.477521896362305,,
681,,1.5585975646972656,,
682,,1.1526329517364502,,
683,,1.0316805839538574,,
684,,1.2648046016693115,,
685,,1.252734661102295,,
686,,1.3253834247589111,,
687,,1.24151349067688,,
688,,1.0828452110290527,,
689,,1.4100332260131836,,
690,,1.5570108890533447,,
691,,1.277996301651001,,
692,,1.3335638046264648,,
693,,1.368804693222046,,
694,,1.13567852973938,,
695,,1.4353396892547607,,
696,,1.41579270362854,,
697,,1.593705177307129,,
698,,1.205808162689209,,
699,,1.2899274826049805,,
700,,1.2393088340759275,,
701,,1.130352020263672,,
702,,1.0629985332489014,,
703,,1.3637351989746094,,
704,,1.6968059539794922,,
705,,1.194145441055298,,
706,,1.3436801433563232,,
707,,1.2082879543304443,,
708,,1.2234716415405271,,
709,,1.2780327796936035,,
710,,1.316922664642334,,
711,,1.2907490730285645,,
712,,1.3346655368804932,,
713,,1.2986335754394531,,
714,,1.3964662551879885,,
715,,1.1331734657287598,,
716,,1.6543362140655518,,
717,,1.2918848991394043,,
718,,1.5837020874023438,,
719,,1.4924383163452148,,
720,,1.2772250175476074,,
721,,1.3929338455200195,,
722,,1.126603126525879,,
723,,1.2815799713134766,,
724,,1.23205828666687,,
725,,1.3719406127929688,,
726,,1.4191279411315918,,
727,,1.547407627105713,,
728,,1.2652153968811035,,
729,,1.266305923461914,,
730,,1.4149699211120603,,
731,,1.405029535293579,,
732,,1.1759531497955322,,
