0,1
47_S_gamma0.89_sharpness0.23_equalization30.0.jpg,"[2.958050444682387, nan, 1]"
42_B_sharpness0.49_equalization27.0.jpg,"[2.958160264629481, nan, 1]"
38_I_contrast0.81_equalization20.0.jpg,"[2.959195170543992, nan, 1]"
24_C_gamma0.71_sharpness0.93_contrast1.2.jpg,"[2.9621814044531316, 0.36472439273734303, 3]"
15_I_contrast1.0_sharpness0.24_equalization19.0.jpg,"[2.962799441359092, 0.5283907386248837, 2]"
5_B_gamma0.84_equalization22.0.jpg,"[2.964337883865393, nan, 1]"
24_3_contrast1.2_sharpness0.36_equalization30.0.jpg,"[2.964572674943401, nan, 1]"
35_E_brightness0.65_gamma1.1.jpg,"[2.965376330352677, 0.6828571037247761, 4]"
35_B_gamma0.58_sharpness0.76.jpg,"[2.965948316050512, nan, 1]"
33_T_gamma0.92_contrast1.1_equalization25.0.jpg,"[2.9675282823452935, 0.4869579330545012, 3]"
12_S_sharpness0.67_contrast0.96_gamma0.61.jpg,"[2.971388029390181, nan, 1]"
30_C_contrast0.86_brightness18.0_gamma1.0.jpg,"[2.971676905316222, nan, 1]"
38_B_gamma1.0_contrast0.83_equalization15.0.jpg,"[2.972236583159309, nan, 1]"
